1.111111111066541e-01,8.618796754252244e-07
5.666430454330189e+00,3.882863124616013e-02
1.121569037248459e+01,2.882570424548758e-01
1.673497783719978e+01,9.095794378560939e-01
2.218397708838477e+01,1.983894341195569e+00
2.753088001313302e+01,3.487769641432389e+00
3.278612632397729e+01,5.288562017590976e+00
3.801869201956423e+01,7.155036254086895e+00
4.333252406098568e+01,8.770603279541074e+00
4.879602242880851e+01,9.746159030356383e+00
5.433857006440922e+01,9.654690690760118e+00
5.965815788319932e+01,8.124343105542538e+00
6.421548847566162e+01,4.995403309608661e+00
6.737737315527350e+01,4.661640176710114e-01
6.867312553034685e+01,-4.903554948545737e+00
6.800512867346706e+01,-1.039161179453359e+01
6.566121691576122e+01,-1.540743841875999e+01
6.214029423546216e+01,-1.969130003149018e+01
5.794578907430679e+01,-2.332870454806042e+01
5.348207841005324e+01,-2.663579140802114e+01
4.907207049650700e+01,-3.001310525463616e+01
4.502872697064601e+01,-3.381640089194153e+01
4.169849763066481e+01,-3.825145503583835e+01
3.942873638289885e+01,-4.330760825472073e+01
3.847247910921995e+01,-4.876511680749910e+01
3.889888824668587e+01,-5.429045369905582e+01
4.057737682580137e+01,-5.957520137806269e+01
4.324308377227487e+01,-6.444169548137471e+01
4.659279503567559e+01,-6.886951373618737e+01
5.035697850843677e+01,-7.295378496872766e+01
5.433094982433382e+01,-7.683564451175968e+01
5.838036227664823e+01,-8.063910079217263e+01
6.244130270812713e+01,-8.443026935372666e+01
6.652189225080656e+01,-8.820022675001104e+01
7.069806385497201e+01,-9.186346673412437e+01
7.509163219735913e+01,-9.526091561445557e+01
7.982399724801438e+01,-9.816321465440916e+01
8.495028487622839e+01,-1.002845845600676e+02
9.039543112208527e+01,-1.013272126109811e+02
9.593045364820630e+01,-1.010636155409741e+02
1.012242818734769e+02,-9.942790845142582e+01
1.059661623833883e+02,-9.655751696820457e+01
1.099984201713544e+02,-9.274790515483268e+01
1.133864895970434e+02,-8.834950328493049e+01
1.164006989635832e+02,-8.368322675471107e+01
1.194374746881588e+02,-7.903187578982521e+01
1.229123902812780e+02,-7.470346735326355e+01
1.271306596550547e+02,-7.110715270026735e+01
1.321414723342227e+02,-6.875716758109583e+01
1.376347663689052e+02,-6.814650816447150e+01
1.429822896441790e+02,-6.952920204700143e+01
1.474619020612419e+02,-7.276209625206020e+01
1.505503408110634e+02,-7.734875138274950e+01
1.520954153169317e+02,-8.266599528792047e+01
1.522862777515022e+02,-8.820769850107880e+01
1.515017720035573e+02,-9.370306976079121e+01
1.501628366382897e+02,-9.909382414137748e+01
