1.111111111066541e-01,8.618796754252244e-07
1.222222088198601e+00,4.358878642764556e-04
2.333330277063099e+00,2.848514665885878e-03
3.444423907773479e+00,8.942344860085683e-03
4.555474592336840e+00,2.039180927658247e-02
5.666430454330189e+00,3.882863124616013e-02
6.777210205329178e+00,6.582834757218627e-02
7.887698428179085e+00,1.028969341980690e-01
8.997742294223853e+00,1.514576060567169e-01
1.010714990132930e+01,2.128378837421809e-01
1.121569037248459e+01,2.882570424548758e-01
1.232309580177608e+01,3.788140790580000e-01
1.342906507673077e+01,4.854763489983580e-01
1.453326954486255e+01,6.090690344236063e-01
1.563536042945898e+01,7.502656065249944e-01
1.673497783719978e+01,9.095794378560939e-01
1.783176114024570e+01,1.087356703589437e+00
1.892536046018102e+01,1.283770684475901e+00
2.001544893275906e+01,1.498817549439575e+00
2.110173539270032e+01,1.732313653709227e+00
2.218397708838477e+01,1.983894341195569e+00
2.326199201825169e+01,2.253014190009888e+00
2.433567047460107e+01,2.538948590477891e+00
2.540498538620609e+01,2.840796498808046e+00
2.647000106802503e+01,3.157484169793766e+00
2.753088001313302e+01,3.487769641432389e+00
2.858788739713913e+01,3.830247725625400e+00
2.964139300689049e+01,4.183355254153084e+00
3.069187035117311e+01,4.545376339224669e+00
3.173989275946920e+01,4.914447433714569e+00
3.278612632397729e+01,5.288562017590976e+00
3.383131958884638e+01,5.665574793179983e+00
3.487628993830057e+01,6.043205341251525e+00
3.592190668207380e+01,6.419041270295627e+00
3.696907088305094e+01,6.790540980047441e+00
3.801869201956423e+01,7.155036254086895e+00
3.907166162528038e+01,7.509734991512375e+00
4.012882410522792e+01,7.851724480203115e+00
4.119094498954972e+01,8.177975699623364e+00
4.225867695913391e+01,8.485349214750871e+00
4.333252406098568e+01,8.770603279541074e+00
4.441280462682673e+01,9.030404803199891e+00
4.549961351555238e+01,9.261343840224178e+00
4.659278441696996e+01,9.459952240630980e+00
4.769185307710281e+01,9.622727035426069e+00
4.879602242880851e+01,9.746159030356383e+00
4.990413072816877e+01,9.826766935802752e+00
5.101462389791980e+01,9.861137171514688e+00
5.212553335351603e+01,9.845969253285517e+00
5.323446062374118e+01,9.778126398943790e+00
5.433857006440922e+01,9.654690690760118e+00
5.543459088972003e+01,9.473021811590559e+00
5.651882960221653e+01,9.230818047347515e+00
5.758719368307409e+01,8.926177936440100e+00
5.863522710793028e+01,8.557660667888833e+00
5.965815788319932e+01,8.124343105542538e+00
6.065095736340526e+01,7.625871167816723e+00
6.160841062743210e+01,7.062503240445897e+00
6.252519668275060e+01,6.435143359985233e+00
6.339597675889236e+01,5.745362088648296e+00
6.421548847566162e+01,4.995403309608661e+00
6.497864326037065e+01,4.188175600585350e+00
6.568062407336244e+01,3.327227377605804e+00
6.631698031010843e+01,2.416705616499712e+00
6.688371670261719e+01,1.461298625202315e+00
6.737737315527350e+01,4.661640176710114e-01
6.779509272246646e+01,-5.631563107401140e-01
6.813467535795577e+01,-1.620831827113331e+00
6.839461561818239e+01,-2.700846772155023e+00
6.857412315308866e+01,-3.797108152059935e+00
6.867312553034685e+01,-4.903554948545737e+00
6.869225366957868e+01,-6.014265177737199e+00
6.863281086857310e+01,-7.123557588692963e+00
6.849672704265201e+01,-8.226085105557679e+00
6.828650033602327e+01,-9.316917559396147e+00
6.800512867346706e+01,-1.039161179453359e+01
6.765603408544584e+01,-1.144626783246946e+01
6.724298275394391e+01,-1.247757039516538e+01
6.677000369471975e+01,-1.348281569117188e+01
6.624130882807127e+01,-1.445992391933030e+01
6.566121691576122e+01,-1.540743841875999e+01
6.503408348234389e+01,-1.632451277142502e+01
6.436423842297121e+01,-1.721088743406919e+01
6.365593255490567e+01,-1.806685763719915e+01
6.291329392230363e+01,-1.889323434490657e+01
6.214029423546216e+01,-1.969130003149018e+01
6.134072543397865e+01,-2.046276091432701e+01
6.051818602028185e+01,-2.120969710524813e+01
5.967607652276146e+01,-2.193451192394379e+01
5.881760321863419e+01,-2.263988137554806e+01
5.794578907430679e+01,-2.332870454806042e+01
5.706349074105623e+01,-2.400405544900184e+01
5.617342037025860e+01,-2.466913658733839e+01
5.527817097824951e+01,-2.532723442597278e+01
5.438024408930762e+01,-2.598167668876632e+01
5.348207841005324e+01,-2.663579140802114e+01
5.258607833476237e+01,-2.729286754488199e+01
5.169464114517434e+01,-2.795611700506468e+01
5.081018184825630e+01,-2.862863790240861e+01
4.993515469035496e+01,-2.931337898783656e+01
4.907207049650700e+01,-3.001310525463616e+01
4.822350911027057e+01,-3.073036484446925e+01
4.739212635323464e+01,-3.146745750304943e+01
4.658065508484289e+01,-3.222640496019404e+01
4.579190012184391e+01,-3.300892372586325e+01
4.502872697064601e+01,-3.381640089194153e+01
4.429404453149855e+01,-3.464987359972160e+01
4.359078214529196e+01,-3.551001286744553e+01
4.292186156464859e+01,-3.639711246485101e+01
4.229016463218083e+01,-3.731108346888490e+01
4.169849763066481e+01,-3.825145503583835e+01
4.114955342246211e+01,-3.921738178248403e+01
4.064587260936128e+01,-4.020765798785624e+01
4.018980501098719e+01,-4.122073861655470e+01
3.978347277405855e+01,-4.225476693480684e+01
3.942873638289885e+01,-4.330760825472073e+01
3.912716474383436e+01,-4.437688911384230e+01
3.888001036603840e+01,-4.546004098984432e+01
3.868819046596254e+01,-4.655434747635335e+01
3.855227459165614e+01,-4.765699371592424e+01
3.847247910921995e+01,-4.876511680749910e+01
3.844866862997153e+01,-4.987585588243991e+01
3.848036419761532e+01,-5.098640057585187e+01
3.856675781318833e+01,-5.209403670529234e+01
3.870673266360040e+01,-5.319618810075055e+01
3.889888824668587e+01,-5.429045369905582e+01
3.914156945843145e+01,-5.537463921190535e+01
3.943289862989428e+01,-5.644678288787220e+01
3.977080947257939e+01,-5.750517510343224e+01
4.015308190910571e+01,-5.854837172542055e+01
4.057737682580137e+01,-5.957520137806269e+01
4.104126987851545e+01,-6.058476691446499e+01
4.154228360428916e+01,-6.157644153006973e+01
4.207791723093337e+01,-6.254986006127591e+01
4.264567372541657e+01,-6.350490608556758e+01
4.324308377227487e+01,-6.444169548137471e+01
4.386772651799009e+01,-6.536055711935551e+01
4.451724705066070e+01,-6.626201134579036e+01
4.518937070190496e+01,-6.714674688794825e+01
4.588191435676126e+01,-6.801559676550954e+01
4.659279503567559e+01,-6.886951373618737e+01
4.732003606994277e+01,-6.970954574195353e+01
4.806177122863310e+01,-7.053681175850755e+01
4.881624717231011e+01,-7.135247838784552e+01
4.958182460853171e+01,-7.215773747420565e+01
5.035697850843677e+01,-7.295378496872766e+01
5.114029771510951e+01,-7.374180121858427e+01
5.193048423546099e+01,-7.452293281224196e+01
5.272635246066421e+01,-7.529827607353468e+01
5.352682850826079e+01,-7.606886226271675e+01
5.433094982433382e+01,-7.683564451175968e+01
5.513786512885941e+01,-7.759948649300371e+01
5.594683473354625e+01,-7.836115279409266e+01
5.675723121094582e+01,-7.912130094732483e+01
5.756854034789342e+01,-7.988047503781689e+01
5.838036227664823e+01,-8.063910079217263e+01
5.919241264434585e+01,-8.139748202793884e+01
6.000452365613157e+01,-8.215579832456494e+01
6.081664480983743e+01,-8.291410375962181e+01
6.162884313021307e+01,-8.367232654060433e+01
6.244130270812713e+01,-8.443026935372666e+01
6.325432335418876e+01,-8.518761024768891e+01
6.406831818607191e+01,-8.594390387330867e+01
6.488380998352685e+01,-8.669858290984186e+01
6.570142616367508e+01,-8.745095952617967e+01
6.652189225080656e+01,-8.820022675001104e+01
6.734602373877711e+01,-8.894545965025497e+01
6.817471626968961e+01,-8.968561627700973e+01
6.900893407954297e+01,-9.041953834800390e+01
6.984969668993563e+01,-9.114595171979141e+01
7.069806385497201e+01,-9.186346673412437e+01
7.155511880473058e+01,-9.257057858318956e+01
7.242194986166392e+01,-9.326566788958898e+01
7.329963054482725e+01,-9.394700174575716e+01
7.418919831953298e+01,-9.461273550045222e+01
7.509163219735913e+01,-9.526091561445557e+01
7.600782944351981e+01,-9.588948393105053e+01
7.693858170506176e+01,-9.649628371668031e+01
7.788455093320636e+01,-9.707906782103898e+01
7.884624553471859e+01,-9.763550928167464e+01
7.982399724801438e+01,-9.816321465440916e+01
8.081793929661448e+01,-9.865974028660190e+01
8.182798642165173e+01,-9.912261166545784e+01
8.285381743204948e+01,-9.954934586920615e+01
8.389486093103842e+01,-9.993747702727184e+01
8.495028487622839e+01,-1.002845845600676e+02
8.601899060326177e+01,-1.005883238246576e+02
8.709961188673721e+01,-1.008464586455015e+02
8.819051952445969e+01,-1.010568950671206e+02
8.928983181165385e+01,-1.012177155360084e+02
9.039543112208527e+01,-1.013272126109811e+02
9.150498663678093e+01,-1.013839212228310e+02
9.261598306420608e+01,-1.013866484631993e+02
9.372575498643803e+01,-1.013344998851918e+02
9.483152625395252e+01,-1.012269013484849e+02
9.593045364820630e+01,-1.010636155409741e+02
